Utterance,Sentences,Translated Sentences,Dialog Acts
ABF哦？！ 嫖到失联、认间谍罪出境就翻供的不锤死你？ “所謂的原創研究也是學學你逻辑，和你上面一堆原創研究同理而已。,"['ABF哦？！', '嫖到失联、认间谍罪出境就翻供的不锤死你？', '“所謂的原創研究也是學學你逻辑，和你上面一堆原創研究同理而已。']","['ABF Oh? !', 'Won’t you be beaten to death if you withdraw your confession after prostitution and lose contact, plead guilty to espionage and leave the country?', '""The so-called original research is to learn your logic, which is the same as the original research above you.']","[(), ('qy',), ('sd',)]"
「SQL資料隱碼」並非維基百科的原創或翻譯之名詞。 該新聞的內容並未具體提出參考資料來源，來自維基百科。,"['「SQL資料隱碼」並非維基百科的原創或翻譯之名詞。', '該新聞的內容並未具體提出參考資料來源，來自維基百科。']","['""SQL data hidden code"" is not an original or translated term of Wikipedia.', 'The content of the news did not specifically mention the source of reference, from Wikipedia.']","[('sd',), ('sd',)]"
用户在我的留言页下提到：  因此我也有在重新考虑这个条目的问题。 而且有越来越多的人尝试加入「剧透提醒」以及删除剧透内容，也让我重新考虑重新探讨这个问题。,"['用户在我的留言页下提到：  因此我也有在重新考虑这个条目的问题。', '而且有越来越多的人尝试加入「剧透提醒」以及删除剧透内容，也让我重新考虑重新探讨这个问题。']","['A user mentioned under my comment page: So I also have the problem of reconsidering this entry.', 'And there are more and more people trying to add ""spoiler alert"" and delete spoiler content, which makes me reconsider and discuss this issue again.']","[('sd',), ()]"
島」，但是當地人對島外的人提到這個島的時候，是否仍是講「本島」嗎？ 還是講「ＸＸ本島」或「ＸＸ島」？ 即使是名從主人，我想也需要參考「主人」對外使用的名稱。,"['島」，但是當地人對島外的人提到這個島的時候，是否仍是講「本島」嗎？', '還是講「ＸＸ本島」或「ＸＸ島」？', '即使是名從主人，我想也需要參考「主人」對外使用的名稱。']","['""island"", but when the locals refer to this island to people outside the island, do they still refer to ""main island""?', 'Or ""XX Island"" or ""XX Island""?', 'Even if it is a name from the master, I think it is necessary to refer to the name used by the ""master"" externally.']","[('qy',), (), ('sv',)]"
条目中没有《一九八四》的内容。 我在问题上加上“18世纪到20世纪30年代”吧。 怪不得等了几天还没有上DYK。。,"['条目中没有《一九八四》的内容。', '我在问题上加上“18世纪到20世纪30年代”吧。', '怪不得等了几天还没有上DYK。。']","['There is no content for ""1984"" in the entry.', 'I\'ll add ""18th century to 1930s"" to the question.', ""No wonder I haven't been to DYK after waiting for a few days. .""]","[(), ('sd',), ('sd',)]"
“剧情”第一段：“护卫队全体阵亡，托尼被一颗出产于自己公司的榴霰弹炸伤，而导弹碎片也直接插进他的胸腔”——那个不是榴霰弹。 榴霰弹是不会爆炸的，而且早在一战以后就基本被淘汰了。,"['“剧情”第一段：“护卫队全体阵亡，托尼被一颗出产于自己公司的榴霰弹炸伤，而导弹碎片也直接插进他的胸腔”——那个不是榴霰弹。', '榴霰弹是不会爆炸的，而且早在一战以后就基本被淘汰了。']","['The first paragraph of ""Plot"": ""All the guards were killed, Tony was injured by a shrapnel produced by his company, and the missile fragments were directly inserted into his chest cavity"" - that is not a shrapnel.', 'Shrapnel grenades are non-explosive and have been largely phased out since World War I.']","[('sd',), ('sd',)]"
眼残了，是骆驼……合理使用图片当然只能加入条目中，DYK即使放了也会被Bot删掉。 不过条目中对羊驼的介绍只是一句话带过，即“真要說有的話，其識別符號其實是羊驼”。,"['眼残了，是骆驼……合理使用图片当然只能加入条目中，DYK即使放了也会被Bot删掉。', '不过条目中对羊驼的介绍只是一句话带过，即“真要說有的話，其識別符號其實是羊驼”。']","['The eyes are broken, it’s a camel... Reasonable use of pictures can only be added to the entry, of course, even if DYK is released, it will be deleted by the Bot.', 'However, the introduction to the alpaca in the entry is just a sentence, that is, ""if there is one, the identification symbol is actually an alpaca"".']","[(), ('sd',)]"
我覺得應該是95%以上（甚至99%）的虛構作品條目都有這問題。 另外為啥需要等日文維基跟進？ 中文維基自己就該進步吧...另外其實日文維基那邊一樣有這些虛構作品規範，還不是沒在遵守..,"['我覺得應該是95%以上（甚至99%）的虛構作品條目都有這問題。', '另外為啥需要等日文維基跟進？', '中文維基自己就該進步吧...另外其實日文維基那邊一樣有這些虛構作品規範，還不是沒在遵守..']","['I think more than 95% (or even 99%) of fictional works entries have this problem.', 'Also why do we need to wait for the Japanese wiki to follow up?', ""The Chinese Wiki itself should improve... In fact, the Japanese Wiki also has these fictional work norms, and it's not that they are not complying..""]","[('sv',), (), ('sv',)]"
我还是在这里说一下我起初想修改的缘由吧。 当时我是看到有人把它改成chn然后Silverwzw (Talk) 又把它回退了。 于是我想应该要有一个中立的表述方式。,"['我还是在这里说一下我起初想修改的缘由吧。', '当时我是看到有人把它改成chn然后Silverwzw (Talk) 又把它回退了。', '于是我想应该要有一个中立的表述方式。']","['Let me just talk about the reason why I wanted to modify it in the first place.', 'At that time, I saw someone changed it to chn and then Silverwzw (Talk) reverted it.', 'So I think there should be a neutral way of expression.']","[(), ('sd',), ('sv',)]"
东亚是一個地理條目，應該擴充自然環境方面的內容，如东亚氣候類型、主要山脈與河流、動植物分布與特性、生態系統、重要天然資源等。 這些內容都不是以國家為分界線。,"['东亚是一個地理條目，應該擴充自然環境方面的內容，如东亚氣候類型、主要山脈與河流、動植物分布與特性、生態系統、重要天然資源等。', '這些內容都不是以國家為分界線。']","['East Asia is a geographical item, and the content of natural environment should be expanded, such as East Asian climate types, main mountains and rivers, distribution and characteristics of animals and plants, ecosystems, important natural resources, etc.', 'These contents are not divided by country.']","[('sd',), ('sd',)]"
无论一位编辑者的国籍是什么，都不代表「中华人民共和国」的条目是他「自己」的，更不代表「中华民国」条目是「其他」的。 所有条目都是所有编辑者的，这和编辑者的国籍、出身、政治光谱都完全无关。,"['无论一位编辑者的国籍是什么，都不代表「中华人民共和国」的条目是他「自己」的，更不代表「中华民国」条目是「其他」的。', '所有条目都是所有编辑者的，这和编辑者的国籍、出身、政治光谱都完全无关。']","['No matter what an editor\'s nationality is, it does not mean that the ""People\'s Republic of China"" article is his ""own"", and it does not mean that the ""Republic of China"" article is ""other"".', ""All articles belong to all editors, regardless of the editor's nationality, origin, or political spectrum.""]","[('sd',), ('sd',)]"
有无关于三皇更详细的信息? 三皇通常指燧人、伏羲、神農或者女媧、伏羲、神農，不列燧人者往往以為燧人僅钻木取火，並認為此發明并不显要也不會帶來一個重大的文明突破。,"['有无关于三皇更详细的信息?', '三皇通常指燧人、伏羲、神農或者女媧、伏羲、神農，不列燧人者往往以為燧人僅钻木取火，並認為此發明并不显要也不會帶來一個重大的文明突破。']","['Is there any more detailed information about the Three Emperors?', 'The Three Emperors usually refer to Suiren, Fuxi, Shennong or Nuwa, Fuxi, and Shennong. Those who do not belong to Suiren often think that Suiren only drills wood to make fire, and thinks that this invention is not significant and will not bring about a major civilization breakthrough. .']","[('qy',), ('sv',)]"
