Sentence,Translated Sentence,dialog_acts
現在のゲンドゥンから、ペルジディーン・ゲンデンへの改名を提案いたします。,I propose to change the current name of Gendun to Perjidine Genden.,"('sd',)"
を「ドゥ」と発音するとは考えにくいです。,"is pronounced as ""du"".","('+',)"
外国の制度や言語を日本（語）に完全に置き換えることは困難であるということは承知しています。,We are aware that it is difficult to completely replace foreign systems and languages ​​with Japanese (language).,"('sd',)"
その前提のもとで問題提起します。,"Under that premise, I would like to raise a question.","('sd',)"
HANDA.TVは削除しました。,HANDA.TV has been deleted.,"('sd',)"
理由は2点。,Two reasons.,"('^2',)"
先の削除依頼により、現況では特筆性は否定されています。,"Due to the previous deletion request, the notability is currently denied.","('sd',)"
基本的な考え方として、私はコロナ関係の記事について現在は情報収集の段階であると考えています。,"As a basic idea, I think that we are currently in the information gathering stage regarding articles related to corona.","('sd',)"
したがって、一時的に極端に肥大化することも許容されるべきであると考えます。,"Therefore, we believe that temporary extreme bloating should be allowed.","('sd',)"
◆追加して日本語文献リンクなども転記しておきます。,"◆Additionally, I will post Japanese document links.",()
削除実施後に改めてenから翻訳・加筆する予定です。,"After the deletion, we plan to translate and add from en again.","('sd',)"
このページは一度版指定削除されています。,This page has been deleted once.,"('sd',)"
削除に関する議論は「Wikipedia:削除依頼/東大寺」をご覧ください。,"See ""Wikipedia:Deletion request/Todaiji"" for discussion on deletion.","('sd',)"
私は現状の記事内容が一番適当だと思っています。,I think the current content of the article is the most appropriate.,"('sv',)"
「バッドルーザー」などという項目名を作ることには反対です。,"I'm against creating a title like ""Bad Luther"".","('sd',)"
あくまで現状の「歴史→2009年」の項目の中で十分でしょう。,"It will be enough in the current ""History → 2009"" item.","('sv',)"
あまり自分の発言をあとから修正するのはおすすめできません。,It is not recommended to correct your statement too much later.,"('sd',)"
それから、発言内容が悪化したので、反論しておきます。,"Then, since the content of the statement has deteriorated, I will refute it.",()
上の案から「～グリモワール」を省略して「フィクション上の書物の派生物」とするのはいかがでしょうか。,"How about omitting ""~ grimoire"" from the above proposal and saying ""derivation of a fictional book""?","('qo',)"
十分に的確でシンプルであるように思います。,I think it's accurate and simple enough.,()
こんにちは。,Hello.,"('fp',)"
Doraemonplusです。,This is Doraemonplus.,"('sd',)"
たしかに、日常語の語釈と学術用語の説明があまり区別できていなくて、混沌とした印象ですね。,"Certainly, the interpretation of everyday language and the explanation of academic terms are not very distinguishable, giving a chaotic impression.","('sv',)"
辛旽は史実の人物ですが。,Although Shin Hyun is a historical figure.,"('sd',)"
恭愍王の後2代の王が実は辛旽の子孫であるといういいがかりに近い理由で李成桂に殺害されたというのは、朝鮮及び東アジアの歴史を扱った日本語の事典や歴史書に普通に出ていますよ。,The fact that the second king after King Gongmin was actually a descendant of Shinma and was murdered by Lee Seong-gye is based on Japanese encyclopedias and history books dealing with the history of Korea and East Asia. I usually go out to,"('+', 'sd')"
すみません。,excuse me.,"('fa',)"
全く門外漢なんですが、グラップルにアナザーユースを貼ろうと思って統合提案を見、ここに来ました。,"I'm a total outsider, but I came here after seeing the integration proposal to put another use on the grapple.","('sd',)"
