Sentence,Translated Sentence,dialog_acts
这不是一般的一家以言，而且是官方文件。,"This is not an ordinary statement, but an official document.","('sv',)"
中央大学是南京大学前身，当然中央大学时代的历史记载完全可以而且有必要在南京大学条目中记录。,"Central University is the predecessor of Nanjing University. Of course, the historical records of the Central University era can and must be recorded in the Nanjing University entry.","('sd',)"
条目当然不应当只记载现在学校的说法。,"Of course, the entry should not only record the current school's statement.","('sd',)"
我认为你所提到的，只是两岸“事实上的和平行为”，和两岸”法理上的战争状态“无关。,"I think what you mentioned is only the ""de facto peaceful behavior"" between the two sides of the strait, and has nothing to do with the ""jurisprudential state of war"" between the two sides of the strait.","('sv',)"
法理上的战争结束不是单方面可以决定的。,The legal end of a war cannot be decided unilaterally.,"('sv',)"
是原作的关系者并不能成为能够在商业作品的条目中加入同人志内容的理由，这一观点先前在下已经提出过了。,"Being a relation of the original work is not a reason for including doujinshi content in the entry of a commercial work, this point has been raised previously below.","('sv',)"
至于正式出版，请在出版后将同人志的内容编辑并加入其他段落或另作编辑。,"For official publication, please edit the contents of the doujinshi and add other paragraphs or make another edit after publication.","('^q',)"
乘法表是非常有中国特色的条目，在中国用得最多的是“九九乘法表”，有相当长的历史，并且还有除法表。,"The multiplication table is a very Chinese characteristic entry. The ""nine-nine multiplication table"" is the most used in China, which has a long history, and there is also a division table.","('sd',)"
因此我认为不应该简单的直接翻译英文版的内容，而可以参考日文板的内容重新编写这个条目。,"Therefore, I think that the content of the English version should not be simply translated directly, but this article can be rewritten with reference to the content of the Japanese board.","('sv',)"
未必是崇拜者，想抹黑的也说不定。,"It may not be an admirer, and maybe someone who wants to discredit it.","('sv',)"
他本人是搞学术研究的，崇拜者也应该知道需要穿越才能证明的论点不能放在论文里才对。,"He himself is engaged in academic research, and admirers should also know that arguments that require time travel to prove cannot be put in the paper.","('sd',)"
自願失業並不是失業，因為失業的意思是想找工作，但是不能找到工作的人，在社會的比例。,"Voluntary unemployment is not unemployment, because unemployment means the proportion of people who want to find a job but cannot find a job in society.","('sv',)"
不想找工作的人並不是失業。,People who don't want to look for work are not unemployed.,"('sv',)"
投这一票，心里并不舒服。,I don't feel comfortable voting for this.,"('sd',)"
这个条目的评审我已经来过两次，每次写很长的意见，但是每次都是改进甚微。,"I've been here twice to review this entry, writing long comments each time, but each time there was little improvement.","('sd',)"
参考资料缺乏。,References are lacking.,()
因为维基的方针之一是非原创研究，所以要以官方网站为准。,"Since one of the wiki's policies is non-original research, the official website shall prevail.","('sd',)"
以官方网站为准，也符合维基的方针可供查证。,"The official website shall prevail, and it is also in line with Wikipedia's guidelines for verification.","('sd',)"
"跆肩,以平壤为中心的关西地方的跆肩很早就被称为“平壤纳帕兰（译音）”。","Taekyon, Taekyon in the Kansai region centered on Pyongyang has long been called ""Pyongyang Napalan (transliteration)"".",()
又多了几个名字。,A few more names.,()
文章引用外文资料来源的方式不符合维基百科:可供查證#非中文来源的使用的方针，许多内容也无资料来源。,"The method of citing foreign language sources in the article does not comply with Wikipedia: Available for verification#Usage of non-Chinese sources, and many contents have no sources.","('sd',)"
舊高島町的中心、同為高島煤礦中心的高島西南2.5公里。,"2.5 kilometers southwest of Takashima, the center of former Takashima Town and also the center of Takashima Coal Mine.","('+',)"
之所以如此心急地自荐，在于“5日内重大修改”这一规则。,"The reason for self-recommendation so eagerly lies in the rule of ""major revisions within 5 days"".","('sv',)"
我担心之后所做的修修补补都无法视作“重大修改”，因此只能先提交。,"I'm concerned that any subsequent tinkering won't count as a ""breaking change"", so I'll have to commit first.","('sd',)"
之后的问题我定会全力解决，我的目标不仅仅是DYK。,"I will try my best to solve the following problems, and my goal is not only DYK.","('sd',)"
。,.,"('x',)"
我要在此严厉谴责146.56.115.238这个人的所作所为。,I would like to severely condemn the actions of this person 146.56.115.238.,()
如果你认为你的观点跟其他人不同，你可以开个讨论区去他们讨论。,"If you think your point of view is different from others, you can open a forum to discuss with them.","('sv',)"
香港不是主權國家，而是中華人民共和國轄下的一個特別行政區。,"Hong Kong is not a sovereign state, but a special administrative region under the People's Republic of China.","('sd',)"
香港特別行政區行政長官是香港特別行政區政府的首長，按照香港特別行政區基本法行政長官的部分有獨立篇幅，享有超然於行政、立法、司法的政治地位。,"The chief executive of the Hong Kong Special Administrative Region is the head of the government of the Hong Kong Special Administrative Region. According to the Basic Law of the Hong Kong Special Administrative Region, the chief executive has an independent page and enjoys a political status detached from the executive, legislative and judicial.","('sd',)"
唐吉诃德认得二字，足显您博闻强识，然而此二字过于生僻却也是事实。,"Don Quixote's recognition of the two characters shows that you have great knowledge and knowledge, but it is also a fact that these two characters are too rare.","('sv',)"
二字不仅在常用字表和次常用字表中觅不见踪影，“澪”更是在中型词典中都查不到。,"The two characters are not only missing in the list of frequently used words and the list of less frequently used words, but also ""澪"" can't be found in the medium-sized dictionary.","('sd',)"
